address_state,emp_length,grade,home_ownership,purpose,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,is_bad_loan,predicted_default_risk
VA,10+ years,B,MORTGAGE,car, 36 months,Not Verified,120000.0,0.1896,182.68,0.1075,5600,50,0,0
MD,10+ years,B,MORTGAGE,car, 36 months,Not Verified,99750.0,0.0729,385.07,0.0962,12000,18,0,0
OH,10+ years,B,MORTGAGE,car, 36 months,Not Verified,108000.0,0.0964,160.4,0.1242,4800,18,0,0
NM,10+ years,B,MORTGAGE,car, 36 months,Not Verified,48000.0,0.2402,122.6,0.0999,3800,30,0,0
NJ,4 years,B,MORTGAGE,car, 36 months,Not Verified,90000.0,0.1532,55.46,0.1075,1700,48,0,0
TX,9 years,B,MORTGAGE,car, 36 months,Not Verified,70000.0,0.2309,278.85,0.1114,8500,19,0,0
TX,1 year,B,MORTGAGE,car, 36 months,Not Verified,46800.0,0.1459,181.17,0.1111,5525,11,0,0
NY,5 years,B,MORTGAGE,car, 36 months,Not Verified,150000.0,0.0465,389.3,0.1037,12000,16,0,0
CA,7 years,B,MORTGAGE,car, 36 months,Not Verified,120000.0,0.1451,82.54,0.1158,2500,27,0,0
TX,9 years,B,MORTGAGE,car, 36 months,Not Verified,100000.0,0.1268,193.58,0.0999,6000,29,0,0
TX,3 years,B,MORTGAGE,car, 36 months,Not Verified,41000.0,0.106,289.9,0.0988,9000,39,0,0
VA,8 years,B,MORTGAGE,car, 36 months,Not Verified,45000.0,0.1,244.2,0.1062,7500,20,0,0
NJ,10+ years,B,MORTGAGE,car, 36 months,Not Verified,99000.0,0.0886,578.79,0.0976,18000,24,0,0
AZ,3 years,B,MORTGAGE,car, 36 months,Not Verified,29000.0,0.0691,117.14,0.1253,3500,9,0,0
MI,10+ years,B,MORTGAGE,car, 36 months,Not Verified,105000.0,0.2058,193.58,0.0999,6000,61,0,0
CA,2 years,B,MORTGAGE,car, 36 months,Not Verified,78000.0,0.2128,57.01,0.1065,1750,18,0,0
PA,8 years,B,MORTGAGE,car, 36 months,Not Verified,92904.0,0.198,174.73,0.1051,5375,37,0,0
MA,6 years,C,MORTGAGE,car, 36 months,Not Verified,150000.0,0.025,319.52,0.1287,9500,17,0,0
CA,9 years,C,MORTGAGE,car, 36 months,Not Verified,80000.0,0.1761,201.4,0.1273,6000,29,0,0
FL,2 years,C,MORTGAGE,car, 36 months,Not Verified,57600.0,0.1429,136.33,0.138,4000,17,0,0
AZ,2 years,C,MORTGAGE,car, 36 months,Not Verified,46140.0,0.1165,165.74,0.1472,4800,9,0,0
PA,< 1 year,C,MORTGAGE,car, 36 months,Not Verified,15000.0,0.1528,122.13,0.1347,3600,7,0,0
CA,< 1 year,C,MORTGAGE,car, 36 months,Not Verified,144000.0,0.0961,264.32,0.1523,7600,14,0,0
FL,< 1 year,C,MORTGAGE,car, 36 months,Not Verified,100000.0,0.0895,343.06,0.1426,10000,17,0,0
PA,8 years,C,MORTGAGE,car, 36 months,Not Verified,44400.0,0.0492,83.86,0.1268,2500,11,0,0
WI,3 years,C,MORTGAGE,car, 36 months,Not Verified,53000.0,0.1915,215.97,0.1311,6400,27,0,0
NC,6 years,C,MORTGAGE,car, 36 months,Not Verified,19200.0,0.1406,171.31,0.1417,5000,7,0,0
GA,9 years,C,MORTGAGE,car, 36 months,Not Verified,48000.0,0.118,196.77,0.1596,5600,31,0,0
PA,6 years,C,MORTGAGE,car, 36 months,Not Verified,103000.0,0.1732,135.73,0.1349,4000,47,0,0
VA,10+ years,C,MORTGAGE,car, 36 months,Not Verified,130000.0,0.1106,202.28,0.1304,6000,32,0,0
GA,10+ years,D,MORTGAGE,car, 36 months,Not Verified,126000.0,0.1276,126.55,0.1599,3600,51,0,0
NY,10+ years,D,MORTGAGE,car, 36 months,Not Verified,50000.0,0.1586,140.53,0.1595,4000,55,0,0
WA,10+ years,D,MORTGAGE,car, 36 months,Not Verified,42000.0,0.11,104.49,0.1533,3000,20,0,0
CA,5 years,A,OTHER,car, 36 months,Not Verified,55000.0,0.0676,127.79,0.0932,4000,22,0,0
AZ,1 year,A,OWN,car, 36 months,Not Verified,63600.0,0.2209,123.07,0.0676,4000,21,0,0
MN,10+ years,A,OWN,car, 36 months,Not Verified,200000.0,0.0694,494.4,0.0705,16000,26,0,0
NY,10+ years,A,OWN,car, 36 months,Not Verified,48000.0,0.092,75.4,0.0542,2500,17,0,0
MI,10+ years,A,OWN,car, 36 months,Not Verified,53000.0,0.0335,93.34,0.0751,3000,8,0,0
CO,10+ years,A,OWN,car, 36 months,Not Verified,42300.0,0.1447,61.69,0.0692,2000,14,0,0
NY,10+ years,A,OWN,car, 36 months,Not Verified,75000.0,0.1781,150.42,0.08,4800,27,0,0
OH,3 years,A,OWN,car, 36 months,Not Verified,28000.0,0.1393,149.29,0.0749,4800,19,0,0
VA,3 years,A,OWN,car, 36 months,Not Verified,42000.0,0.0177,220.95,0.0849,7000,16,0,0
CT,4 years,A,OWN,car, 36 months,Not Verified,48000.0,0.1115,90.99,0.0579,3000,22,0,0
CA,5 years,A,OWN,car, 36 months,Not Verified,33600.0,0.1368,162.87,0.0542,5400,15,0,0
TX,6 years,A,OWN,car, 36 months,Not Verified,65000.0,0.2494,107.69,0.0676,3500,37,0,0
FL,7 years,A,OWN,car, 36 months,Not Verified,19200.0,0.0225,182.62,0.0603,6000,15,0,0
OK,7 years,A,OWN,car, 36 months,Not Verified,14400.0,0.1517,163.01,0.0579,5375,10,0,0
MA,7 years,A,OWN,car, 36 months,Not Verified,39600.0,0.0806,303.61,0.0654,9900,8,0,0
NC,8 years,A,OWN,car, 36 months,Not Verified,48000.0,0.0775,76.09,0.0603,2500,12,0,0
KY,< 1 year,A,OWN,car, 36 months,Not Verified,41000.0,0.0808,30.88,0.0699,1000,12,0,0
NJ,< 1 year,A,OWN,car, 36 months,Not Verified,40000.0,0.1323,188.02,0.08,6000,17,0,0
VT,10+ years,A,OWN,car, 36 months,Not Verified,40000.0,0.1161,157.82,0.0849,5000,29,0,0
TX,5 years,A,OWN,car, 36 months,Not Verified,48000.0,0.1207,322.88,0.0737,10400,14,0,0
AL,6 years,A,OWN,car, 36 months,Not Verified,31577.0,0.0821,77.11,0.0692,2500,21,0,0
CO,< 1 year,A,OWN,car, 36 months,Not Verified,29280.0,0.0725,55.89,0.0737,1800,16,0,0
TX,10+ years,A,OWN,car, 36 months,Not Verified,109000.0,0.058,494.4,0.0705,16000,32,0,0
CO,10+ years,A,OWN,car, 36 months,Not Verified,74400.0,0.0426,231.75,0.0705,7500,31,0,0
DE,10+ years,A,OWN,car, 36 months,Not Verified,50000.0,0.2102,228.14,0.0599,7500,32,0,0
CA,5 years,A,OWN,car, 36 months,Not Verified,102000.0,0.1242,215.89,0.0692,7000,21,0,0
NY,< 1 year,A,OWN,car, 36 months,Not Verified,70000.0,0.0792,247.2,0.0705,8000,27,0,0
NY,5 years,A,OWN,car, 36 months,Not Verified,100000.0,0.1464,187.08,0.0766,6000,16,0,0
PA,4 years,A,OWN,car, 36 months,Not Verified,120000.0,0.2412,220.95,0.0849,7000,46,0,0
CT,10+ years,B,OWN,car, 36 months,Not Verified,52000.0,0.1011,130.24,0.1062,4000,17,0,0
WY,4 years,B,OWN,car, 36 months,Not Verified,58000.0,0.1128,485.78,0.1025,15000,11,0,0
TX,6 years,B,OWN,car, 36 months,Not Verified,43200.0,0.0936,65.47,0.1099,2000,6,0,0
CA,10+ years,B,OWN,car, 36 months,Not Verified,140000.0,0.242,799.2,0.1218,24000,11,0,0
NY,3 years,B,OWN,car, 36 months,Not Verified,16800.0,0.0471,32.8,0.1111,1000,24,0,0
FL,5 years,B,OWN,car, 36 months,Not Verified,26000.0,0.0711,148.85,0.1171,4500,9,0,0
PA,< 1 year,B,OWN,car, 36 months,Not Verified,12000.0,0.17,147.62,0.1114,4500,5,0,0
MI,10+ years,B,OWN,car, 36 months,Not Verified,50000.0,0.0151,59.35,0.1149,1800,5,0,0
FL,2 years,B,OWN,car, 36 months,Not Verified,36000.0,0.0587,81.84,0.1099,2500,15,0,0
PA,3 years,B,OWN,car, 36 months,Not Verified,24300.0,0.0099,149.11,0.1183,4500,4,0,0
CA,7 years,C,OWN,car, 36 months,Not Verified,62000.0,0.0805,118.89,0.1357,3500,15,0,0
FL,10+ years,C,OWN,car, 36 months,Not Verified,49200.0,0.0402,134.9,0.1306,4000,30,0,0
MO,2 years,C,OWN,car, 36 months,Not Verified,50000.0,0.1409,205.71,0.1422,6000,10,0,0
NY,< 1 year,C,OWN,car, 36 months,Not Verified,18720.0,0.2083,118.2,0.1316,3500,8,0,0
CO,10+ years,D,OWN,car, 36 months,Not Verified,124000.0,0.0825,814.16,0.1496,23500,10,0,0
NY,10+ years,D,OWN,car, 36 months,Not Verified,130000.0,0.0788,782.98,0.1496,22600,10,0,0
NY,10+ years,D,OWN,car, 36 months,Not Verified,120000.0,0.0851,817.63,0.1496,23600,10,0,0
AL,7 years,D,OWN,car, 36 months,Not Verified,36000.0,0.247,279.88,0.1565,8000,21,0,0
NJ,< 1 year,D,OWN,car, 36 months,Not Verified,31193.0,0.0,138.15,0.1474,4000,4,0,0
MS,2 years,D,OWN,car, 36 months,Not Verified,22000.0,0.1975,138.77,0.1505,4000,12,0,0
MA,< 1 year,D,OWN,car, 36 months,Not Verified,25000.0,0.1238,82.52,0.1442,2400,11,0,0
TX,< 1 year,A,OWN,car, 36 months,Not Verified,48000.0,0.0085,231.75,0.0705,7500,18,0,0
NJ,1 year,A,RENT,car, 36 months,Not Verified,38500.0,0.0549,154.71,0.0714,5000,14,0,0
CA,1 year,A,RENT,car, 36 months,Not Verified,71040.0,0.0275,407.44,0.0749,13100,17,0,0
CA,1 year,A,RENT,car, 36 months,Not Verified,65000.0,0.0052,124.41,0.0749,4000,10,0,0
WA,1 year,A,RENT,car, 36 months,Not Verified,42000.0,0.0997,185.3,0.0932,5800,27,0,0
VA,1 year,A,RENT,car, 36 months,Not Verified,42312.0,0.1211,173.86,0.0859,5500,14,0,0
TX,1 year,A,RENT,car, 36 months,Not Verified,50000.0,0.0883,199.67,0.0691,10000,26,0,0
WA,1 year,A,RENT,car, 36 months,Not Verified,50000.0,0.1284,94.69,0.0849,3000,21,0,0
PA,1 year,A,RENT,car, 36 months,Not Verified,52300.0,0.0376,337.83,0.0788,10800,21,0,0
NY,10+ years,A,RENT,car, 36 months,Not Verified,45000.0,0.2216,57.63,0.0579,1900,25,0,0
NJ,10+ years,A,RENT,car, 36 months,Not Verified,140000.0,0.0796,278.48,0.0714,9000,24,0,0
GA,10+ years,A,RENT,car, 36 months,Not Verified,30000.0,0.0024,62.02,0.0729,2000,4,0,0
FL,10+ years,A,RENT,car, 36 months,Not Verified,26400.0,0.1709,118.91,0.079,3800,10,0,0
FL,2 years,A,RENT,car, 36 months,Not Verified,70000.0,0.0777,135.72,0.0542,4500,21,0,0
WA,2 years,A,RENT,car, 36 months,Not Verified,60000.0,0.0622,144.49,0.0599,4750,12,0,0
IL,2 years,A,RENT,car, 36 months,Not Verified,110500.0,0.0968,272.95,0.0579,9000,26,0,0
CO,2 years,A,RENT,car, 36 months,Not Verified,42000.0,0.1331,197.72,0.0599,6500,12,0,0
MO,2 years,A,RENT,car, 36 months,Not Verified,30000.0,0.008,172.35,0.08,5500,21,0,0
CA,2 years,A,RENT,car, 36 months,Not Verified,23198.0,0.0895,188.02,0.08,6000,21,0,0
VA,2 years,A,RENT,car, 36 months,Not Verified,70000.0,0.0427,93.03,0.0729,3000,5,0,0
NY,2 years,A,RENT,car, 36 months,Not Verified,110000.0,0.0693,99.53,0.0749,3200,17,0,0
PA,2 years,A,RENT,car, 36 months,Not Verified,31000.0,0.085,50.38,0.0832,1800,11,0,0
NY,2 years,A,RENT,car, 36 months,Not Verified,84000.0,0.0913,190.63,0.0894,6000,4,0,0
MD,2 years,A,RENT,car, 36 months,Not Verified,30000.0,0.072,187.08,0.0766,6000,21,0,0
CT,3 years,A,RENT,car, 36 months,Not Verified,35000.0,0.1282,144.77,0.0542,4800,15,0,0
CA,3 years,A,RENT,car, 36 months,Not Verified,80000.0,0.1425,368.45,0.0662,12000,14,0,0
GA,3 years,A,RENT,car, 36 months,Not Verified,47000.0,0.1006,121.31,0.0579,4000,13,0,0
FL,3 years,A,RENT,car, 36 months,Not Verified,34200.0,0.0242,222.29,0.0699,7200,6,0,0
CA,3 years,A,RENT,car, 36 months,Not Verified,65000.0,0.0414,130.25,0.0729,4200,8,0,0
DC,3 years,A,RENT,car, 36 months,Not Verified,98000.0,0.0277,127.79,0.0932,4000,25,0,0
TX,4 years,A,RENT,car, 36 months,Not Verified,68500.0,0.0519,60.32,0.0542,2000,14,0,0
GA,4 years,A,RENT,car, 36 months,Not Verified,36000.0,0.0567,337.8,0.0542,11200,24,0,0
FL,4 years,A,RENT,car, 36 months,Not Verified,60000.0,0.2162,212.29,0.0579,7000,12,0,0
FL,4 years,A,RENT,car, 36 months,Not Verified,14400.0,0.0208,124.04,0.0729,4000,3,0,0
CA,4 years,A,RENT,car, 36 months,Not Verified,189996.0,0.0105,268.36,0.0932,8400,13,0,0
NJ,4 years,A,RENT,car, 36 months,Not Verified,43300.0,0.051,248.08,0.0729,8000,10,0,0
AZ,4 years,A,RENT,car, 36 months,Not Verified,8004.0,0.087,93.85,0.0788,3000,16,0,0
NY,5 years,A,RENT,car, 36 months,Not Verified,36000.0,0.0787,92.75,0.0542,3075,27,0,0
VA,5 years,A,RENT,car, 36 months,Not Verified,27000.0,0.052,52.49,0.0699,1700,5,0,0
NV,5 years,A,RENT,car, 36 months,Not Verified,84000.0,0.1194,185.24,0.0699,6000,34,0,0
FL,5 years,A,RENT,car, 36 months,Not Verified,45600.0,0.2211,62.21,0.0749,2000,13,0,0
VA,6 years,A,RENT,car, 36 months,Not Verified,60000.0,0.069,150.8,0.0542,5000,19,0,0
NH,6 years,A,RENT,car, 36 months,Not Verified,39336.0,0.1293,105.56,0.0542,3500,10,0,0
NY,6 years,A,RENT,car, 36 months,Not Verified,42000.0,0.2183,180.99,0.0599,5950,17,0,0
PA,6 years,A,RENT,car, 36 months,Not Verified,69000.0,0.1108,128.96,0.0662,4200,15,0,0
NJ,6 years,A,RENT,car, 36 months,Not Verified,52000.0,0.051,185.65,0.0714,6000,25,0,0
CA,6 years,A,RENT,car, 36 months,Not Verified,40000.0,0.1923,140.31,0.0766,4500,16,0,0
CA,8 years,A,RENT,car, 36 months,Not Verified,60495.0,0.1343,185.64,0.0714,6000,15,0,0
NY,8 years,A,RENT,car, 36 months,Not Verified,48000.0,0.1865,92.62,0.0699,3000,18,0,0
CA,9 years,A,RENT,car, 36 months,Not Verified,130000.0,0.0498,278.1,0.0705,9000,28,0,0
MD,9 years,A,RENT,car, 36 months,Not Verified,70000.0,0.0211,156.1,0.0774,5000,16,0,0
PA,9 years,A,RENT,car, 36 months,Not Verified,112440.0,0.1411,285.78,0.089,9000,33,0,0
LA,< 1 year,A,RENT,car, 36 months,Not Verified,42000.0,0.0657,111.77,0.0737,3600,16,0,0
CA,< 1 year,A,RENT,car, 36 months,Not Verified,36300.0,0.0093,124.77,0.0768,4000,5,0,0
CA,< 1 year,A,RENT,car, 36 months,Not Verified,42000.0,0.1631,194.1,0.0579,6400,12,0,0
OH,< 1 year,A,RENT,car, 36 months,Not Verified,16000.0,0.0,102.23,0.0932,3200,8,0,0
VA,< 1 year,A,RENT,car, 36 months,Not Verified,40000.0,0.2022,186.67,0.0751,6000,13,0,0
PA,< 1 year,A,RENT,car, 36 months,Not Verified,25000.0,0.072,316.11,0.0859,10000,10,0,0
MI,< 1 year,A,RENT,car, 36 months,Not Verified,53000.0,0.1723,156.46,0.079,5000,21,0,0
CA,2 years,A,RENT,car, 36 months,Not Verified,73000.0,0.0044,248.48,0.074,8000,16,0,0
VA,9 years,A,RENT,car, 36 months,Not Verified,44000.0,0.0297,187.0,0.0542,6200,31,0,0
MN,1 year,A,RENT,car, 36 months,Not Verified,37315.0,0.0119,61.2,0.0639,2000,22,0,0
AR,1 year,A,RENT,car, 36 months,Not Verified,74500.0,0.1638,355.35,0.0705,11500,40,0,0
CA,1 year,A,RENT,car, 36 months,Not Verified,30000.0,0.0668,174.83,0.0774,5600,9,0,0
CA,1 year,A,RENT,car, 36 months,Not Verified,74400.0,0.1365,108.54,0.0729,3500,12,0,0
OR,10+ years,A,RENT,car, 36 months,Not Verified,70500.0,0.1711,470.05,0.08,15000,16,0,0
CA,10+ years,A,RENT,car, 36 months,Not Verified,53196.0,0.166,93.54,0.0766,3000,21,0,0
OR,2 years,A,RENT,car, 36 months,Not Verified,70000.0,0.0185,131.93,0.0579,4350,15,0,0
FL,2 years,A,RENT,car, 36 months,Not Verified,30000.0,0.0568,127.69,0.0676,4150,21,0,0
VA,2 years,A,RENT,car, 36 months,Not Verified,44500.0,0.0777,219.36,0.08,7000,21,0,0
TX,2 years,A,RENT,car, 36 months,Not Verified,66000.0,0.0095,218.26,0.0766,7000,7,0,0
TX,3 years,A,RENT,car, 36 months,Not Verified,52800.0,0.1139,138.46,0.0676,4500,24,0,0
NY,3 years,A,RENT,car, 36 months,Not Verified,24000.0,0.056,154.21,0.0692,5000,10,0,0
TX,9 years,A,RENT,car, 36 months,Not Verified,25200.0,0.0371,149.45,0.0617,4900,21,0,0
FL,< 1 year,A,RENT,car, 36 months,Not Verified,24000.0,0.0,311.91,0.0768,10000,9,0,0
CA,< 1 year,A,RENT,car, 36 months,Not Verified,75400.0,0.1286,191.22,0.0774,6125,15,0,0
CA,< 1 year,A,RENT,car, 36 months,Not Verified,40000.0,0.0648,313.37,0.08,10000,23,0,0
CA,< 1 year,A,RENT,car, 36 months,Not Verified,21000.0,0.0171,110.7,0.0863,5000,6,0,0
FL,< 1 year,A,RENT,car, 36 months,Not Verified,70004.0,0.0756,256.76,0.0963,8000,17,0,0
TX,< 1 year,A,RENT,car, 36 months,Not Verified,36000.0,0.2487,76.55,0.0849,2425,19,0,0
MA,2 years,A,RENT,car, 36 months,Not Verified,81600.0,0.0847,170.34,0.0599,5600,14,0,0
OH,2 years,A,RENT,car, 36 months,Not Verified,37050.0,0.1263,250.69,0.08,8000,23,0,0
NY,2 years,A,RENT,car, 36 months,Not Verified,45000.0,0.0536,96.29,0.0963,3000,6,0,0
CA,5 years,A,RENT,car, 36 months,Not Verified,58000.0,0.1186,199.1,0.0751,6400,18,0,0
HI,6 years,A,RENT,car, 36 months,Not Verified,60000.0,0.0178,319.47,0.0932,10000,30,0,0
IL,6 years,A,RENT,car, 36 months,Not Verified,21000.0,0.2286,231.27,0.0691,7500,8,0,0
AL,< 1 year,A,RENT,car, 36 months,Not Verified,34000.0,0.0646,238.29,0.0894,7500,8,0,0
CA,< 1 year,A,RENT,car, 36 months,Not Verified,89000.0,0.01,381.26,0.0894,12000,32,0,0
MD,< 1 year,A,RENT,car, 36 months,Not Verified,25000.0,0.1666,154.18,0.0691,5000,32,0,0
NY,10+ years,A,RENT,car, 36 months,Not Verified,60000.0,0.1038,143.9,0.0788,4600,27,0,0
PA,9 years,A,RENT,car, 36 months,Not Verified,45000.0,0.0523,375.38,0.0788,12000,20,0,0
CA,1 year,A,RENT,car, 36 months,Not Verified,165996.0,0.0348,180.96,0.0542,6000,28,0,0
NC,1 year,A,RENT,car, 36 months,Not Verified,60000.0,0.1254,109.51,0.0599,3600,33,0,0
CO,4 years,A,RENT,car, 36 months,Not Verified,32000.0,0.2254,140.0,0.0751,4500,21,0,0
VA,7 years,A,RENT,car, 36 months,Not Verified,48000.0,0.1635,285.95,0.0894,9000,18,0,0
IL,< 1 year,A,RENT,car, 36 months,Not Verified,28150.0,0.1364,48.96,0.0639,1600,16,0,0
CA,4 years,A,RENT,car, 36 months,Not Verified,39996.0,0.0918,208.62,0.0963,6500,25,0,0
PA,1 year,A,RENT,car, 36 months,Not Verified,45000.0,0.1064,217.72,0.0749,7000,14,0,0
MA,1 year,B,RENT,car, 36 months,Not Verified,96000.0,0.0143,387.15,0.0999,12000,16,0,0
NJ,1 year,B,RENT,car, 36 months,Not Verified,30000.0,0.0796,100.08,0.1059,3075,6,0,0
CT,1 year,B,RENT,car, 36 months,Not Verified,30000.0,0.0424,227.92,0.1062,7000,14,0,0
CA,1 year,B,RENT,car, 36 months,Not Verified,54996.0,0.1189,99.95,0.1221,3000,5,0,0
CA,10+ years,B,RENT,car, 36 months,Not Verified,54000.0,0.1527,33.08,0.1171,1000,14,0,0
OR,2 years,B,RENT,car, 36 months,Not Verified,15000.0,0.0584,229.07,0.0999,7100,8,0,0
MA,2 years,B,RENT,car, 36 months,Not Verified,46151.04,0.1108,195.27,0.1059,6000,20,0,0
CT,2 years,B,RENT,car, 36 months,Not Verified,31000.0,0.077,162.8,0.1062,5000,3,0,0
FL,3 years,B,RENT,car, 36 months,Not Verified,116400.0,0.0228,287.18,0.1,8900,14,0,0
CA,3 years,B,RENT,car, 36 months,Not Verified,63500.0,0.155,129.77,0.1037,4000,8,0,0
NJ,3 years,B,RENT,car, 36 months,Not Verified,125000.0,0.0787,251.59,0.1269,7500,19,0,0
CA,5 years,B,RENT,car, 36 months,Not Verified,36000.0,0.005,329.69,0.1148,10000,4,0,0
VA,5 years,B,RENT,car, 36 months,Not Verified,95000.0,0.0128,455.84,0.1062,14000,8,0,0
CA,6 years,B,RENT,car, 36 months,Not Verified,51600.0,0.146,128.9,0.0991,4000,7,0,0
UT,6 years,B,RENT,car, 36 months,Not Verified,47000.0,0.1014,112.92,0.0999,3500,14,0,0
NJ,6 years,B,RENT,car, 36 months,Not Verified,75000.0,0.1054,392.83,0.1099,12000,15,0,0
FL,< 1 year,B,RENT,car, 36 months,Not Verified,49000.0,0.1435,127.67,0.0925,4000,10,0,0
CA,< 1 year,B,RENT,car, 36 months,Not Verified,27996.0,0.147,402.58,0.1126,12250,9,0,0
CA,< 1 year,B,RENT,car, 36 months,Not Verified,12000.0,0.06,186.48,0.1218,5600,10,0,0
GA,7 years,B,RENT,car, 36 months,Not Verified,36000.0,0.1153,136.69,0.1059,4200,31,0,0
NY,9 years,B,RENT,car, 36 months,Not Verified,25000.0,0.0614,119.24,0.0991,3700,10,0,0
FL,1 year,B,RENT,car, 36 months,Not Verified,44760.0,0.0416,109.16,0.1171,3300,10,0,0
IL,1 year,B,RENT,car, 36 months,Not Verified,57000.0,0.1855,180.05,0.1099,5500,18,0,0
CA,1 year,B,RENT,car, 36 months,Not Verified,36000.0,0.2033,399.78,0.1221,12000,18,0,0
MA,10+ years,B,RENT,car, 36 months,Not Verified,65004.0,0.0155,80.77,0.1008,2500,15,0,0
OH,3 years,B,RENT,car, 36 months,Not Verified,36100.0,0.014,276.06,0.1126,8400,4,0,0
GA,3 years,B,RENT,car, 36 months,Not Verified,22000.0,0.09,64.85,0.1033,3000,15,0,0
MD,4 years,B,RENT,car, 36 months,Not Verified,57996.0,0.0048,298.21,0.1183,9000,7,0,0
NV,4 years,B,RENT,car, 36 months,Not Verified,48659.0,0.0683,245.52,0.1099,7500,6,0,0
DE,5 years,B,RENT,car, 36 months,Not Verified,46200.0,0.1112,290.37,0.0999,9000,8,0,0
FL,5 years,B,RENT,car, 36 months,Not Verified,20000.0,0.0312,157.46,0.1114,4800,10,0,0
TX,5 years,B,RENT,car, 36 months,Not Verified,50000.0,0.137,306.0,0.0988,9500,14,0,0
IL,5 years,B,RENT,car, 36 months,Not Verified,48000.0,0.0893,159.59,0.0925,5000,5,0,0
WA,5 years,B,RENT,car, 36 months,Not Verified,60000.0,0.0282,333.0,0.1218,10000,12,0,0
FL,7 years,B,RENT,car, 36 months,Not Verified,56000.0,0.2164,113.55,0.1037,3500,20,0,0
AZ,9 years,B,RENT,car, 36 months,Not Verified,28000.0,0.2105,276.94,0.1148,8400,5,0,0
MI,< 1 year,B,RENT,car, 36 months,Not Verified,52000.0,0.0623,79.36,0.0888,2500,6,0,0
TX,< 1 year,B,RENT,car, 36 months,Not Verified,30000.0,0.054,278.58,0.1189,8400,4,0,0
UT,< 1 year,B,RENT,car, 36 months,Not Verified,15600.0,0.2369,40.16,0.1253,1200,4,0,0
VA,< 1 year,B,RENT,car, 36 months,Not Verified,75000.0,0.1415,568.93,0.1253,17000,6,0,0
CA,< 1 year,B,RENT,car, 36 months,Not Verified,46344.0,0.1139,115.19,0.1136,3500,15,0,0
NY,6 years,B,RENT,car, 36 months,Not Verified,45000.0,0.092,120.3,0.1242,3600,27,0,0
HI,9 years,B,RENT,car, 36 months,Not Verified,66000.0,0.1842,83.93,0.1136,2550,19,0,0
VA,1 year,B,RENT,car, 36 months,Not Verified,60000.0,0.1434,161.53,0.1008,5000,11,0,0
GA,1 year,B,RENT,car, 36 months,Not Verified,13440.0,0.0205,160.64,0.1253,4800,5,0,0
TX,3 years,B,RENT,car, 36 months,Not Verified,60000.0,0.06,178.74,0.0925,5600,33,0,0
CA,3 years,B,RENT,car, 36 months,Not Verified,68000.0,0.1184,275.76,0.1037,8500,11,0,0
CA,3 years,B,RENT,car, 36 months,Not Verified,32000.0,0.0836,230.8,0.1149,7000,10,0,0
NC,4 years,B,RENT,car, 36 months,Not Verified,35000.0,0.2568,58.59,0.1059,1800,28,0,0
MD,5 years,B,RENT,car, 36 months,Not Verified,52000.0,0.2165,209.74,0.1,6500,12,0,0
MA,5 years,B,RENT,car, 36 months,Not Verified,24000.0,0.019,197.83,0.1149,6000,19,0,0
VA,< 1 year,B,RENT,car, 36 months,Not Verified,50000.0,0.1603,155.7,0.1036,4800,17,0,0
MA,< 1 year,B,RENT,car, 36 months,Not Verified,24000.0,0.2175,209.17,0.1253,6250,22,0,0
PA,2 years,B,RENT,car, 36 months,Not Verified,57000.0,0.1128,251.0,0.1253,7500,14,0,0
NY,1 year,B,RENT,car, 36 months,Not Verified,61000.0,0.0329,481.92,0.1253,14400,4,0,0
UT,10+ years,B,RENT,car, 36 months,Not Verified,58000.0,0.1541,32.87,0.1126,1000,24,0,0
SC,10+ years,B,RENT,car, 36 months,Not Verified,35000.0,0.1413,175.75,0.1059,5400,26,0,0
CT,3 years,B,RENT,car, 36 months,Not Verified,24500.0,0.0338,156.36,0.1065,4800,8,0,0
VA,4 years,B,RENT,car, 36 months,Not Verified,35400.0,0.2115,318.38,0.1189,9600,36,0,0
MI,8 years,B,RENT,car, 36 months,Not Verified,65000.0,0.1165,245.36,0.1095,7500,22,0,0
PA,1 year,C,RENT,car, 36 months,Not Verified,40000.0,0.009,301.2,0.1253,9000,12,0,0
VA,1 year,C,RENT,car, 36 months,Not Verified,30000.0,0.2284,162.83,0.1347,4800,8,0,0
NY,10+ years,C,RENT,car, 36 months,Not Verified,48000.0,0.2051,251.0,0.1253,7500,19,0,0
NY,10+ years,C,RENT,car, 36 months,Not Verified,48000.0,0.1477,83.3,0.1222,6000,19,0,0
CA,2 years,C,RENT,car, 36 months,Not Verified,31200.0,0.0769,283.97,0.1323,8400,8,0,0
GA,3 years,C,RENT,car, 36 months,Not Verified,78000.0,0.13,318.72,0.1197,9600,12,0,0
UT,6 years,C,RENT,car, 36 months,Not Verified,108000.0,0.0683,373.24,0.1349,11000,20,0,0
CA,6 years,C,RENT,car, 36 months,Not Verified,50000.0,0.0377,337.23,0.1306,10000,12,0,0
IL,7 years,C,RENT,car, 36 months,Not Verified,60000.0,0.1762,305.9,0.1361,9000,16,0,0
CA,7 years,C,RENT,car, 36 months,Not Verified,48000.0,0.1855,137.4,0.1435,4000,10,0,0
CA,< 1 year,C,RENT,car, 36 months,Not Verified,60000.0,0.0734,136.68,0.1398,4000,13,0,0
PA,9 years,C,RENT,car, 36 months,Not Verified,55000.0,0.1588,276.71,0.1311,8200,11,0,0
